session_id,lang,source,wav,label_file,duration_s,annotated,reference_transcript
real_hi_in_008,hi_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_hi_in_008.wav,./run/03_benchmark/human_gold/real/real_hi_in_008_TEMPLATE.txt,9.273,0,सौ किलोमीटर दूर स्थित है पचमढ़ी जिस पर हम नजारा देखते जाते हैं तो एक पहली बात करें तो ये जल बन
real_hi_in_009,hi_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_hi_in_009.wav,./run/03_benchmark/human_gold/real/real_hi_in_009_TEMPLATE.txt,5.026,0,प्राणियों के इसमें दर्शन भी होते हैं उसके साथ साथ
real_hi_in_010,hi_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_hi_in_010.wav,./run/03_benchmark/human_gold/real/real_hi_in_010_TEMPLATE.txt,6.208,0,हम लोग रोड पर भी इसका नागिन मोड़ों का भी काफ़ी नजारा देखने को मिलता है
real_hi_in_011,hi_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_hi_in_011.wav,./run/03_benchmark/human_gold/real/real_hi_in_011_TEMPLATE.txt,5.492,0,फिर आगे बढ़ते जाएँ तो हम लोगों को वहाँ पर बहुत बड़े पहाड़ हैं
real_hi_in_012,hi_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_hi_in_012.wav,./run/03_benchmark/human_gold/real/real_hi_in_012_TEMPLATE.txt,6.754,0,उन पर भी प्राचीन मंदिर का भी हम लोगों को वहाँ पे दृश्य नजर आता है
real_bn_in_000,bn_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_bn_in_000.wav,./run/03_benchmark/human_gold/real/real_bn_in_000_TEMPLATE.txt,3.456,0,পূর্ব বর্ধমান পশ্চিম বর্ধমান বাঁকুড়া বীরভূম হাওড়া
real_bn_in_001,bn_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_bn_in_001.wav,./run/03_benchmark/human_gold/real/real_bn_in_001_TEMPLATE.txt,7.936,0,পাঁচই অগ্রাহণ সাতই জৈষ্ঠ নয়ই মাঘ তেরোই ফাল্গুন চারই বৈশাখ
real_bn_in_002,bn_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_bn_in_002.wav,./run/03_benchmark/human_gold/real/real_bn_in_002_TEMPLATE.txt,6.6101875,0,এটি প্রাথমিক ও মাধ্যমিক বিদ্যালয়ের শিশুদের জন্য একটি সরকারি ছুটির দিন
real_bn_in_003,bn_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_bn_in_003.wav,./run/03_benchmark/human_gold/real/real_bn_in_003_TEMPLATE.txt,10.868,0,পর্যবেক্ষণ করা আমার সব থেকে প্রিয় পাখি হয়েছে টিয়া পাখি যেটা সচরাচর আমরা ঘরেতে পালন করেও থাকি কিন্তু এছাড়াও শালিক যেটাকে আমি আরও পছন্দ করি
real_bn_in_004,bn_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_bn_in_004.wav,./run/03_benchmark/human_gold/real/real_bn_in_004_TEMPLATE.txt,15.233,0,তার সকালে কিচিরমিচির আওয়াজ তার সঙ্গম প্রদর্শন গাছের মধ্যে তাদের বাসা বাঁধা এক স্থান থেকে অন্য স্থানে যাওয়া এইগুলো আমার খুব আনন্দিত লাগে আমার মনকে প্রচণ্ড প্রভাবিত করে তোলে কারণ পাখি
real_bn_in_005,bn_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_bn_in_005.wav,./run/03_benchmark/human_gold/real/real_bn_in_005_TEMPLATE.txt,4.253,0,একটা প্রাকৃতিক পরিবেশের সব থেকে বড়ো সৌন্দর্য যেটা আমরা প্রত্যেকেই জেনে থাকি
real_bn_in_006,bn_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_bn_in_006.wav,./run/03_benchmark/human_gold/real/real_bn_in_006_TEMPLATE.txt,8.499,0,তাই তার প্রত্যেকটা ভঙ্গিমা তার আচার আচরণ এইগুলো আমার সত্যিই খুব ভালো লাগে এইগুলো দেখে আমি সত্যিই খুব আপ্লুত হয়ে থাকি
real_bn_in_007,bn_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_bn_in_007.wav,./run/03_benchmark/human_gold/real/real_bn_in_007_TEMPLATE.txt,17.031,0,তার বাসা বানানো এবং প্রতিদিন সকালে আমাদের বাড়ির ছাদেতে এসে বসা এবং তাকে খেতে দেওয়া এই আচরণগুলো আমরা খুব ভালোবাসি এবং সব থেকে বড়ো জিনিস পাখি আমাদের ভাষা বোঝে যদি আমরা তাদেরকে ভালোবেসে ডাকি তাই এই পর
real_bn_in_008,bn_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_bn_in_008.wav,./run/03_benchmark/human_gold/real/real_bn_in_008_TEMPLATE.txt,14.848,0,আমার সৌরাষ্ট্র গ্রামীণ ব্যাঙ্ক অ্যাকাউন্ট সাত ছয় দুই তিন চার আট দুই আট তিন আট আট ছয় চার সাত ইওনো এসবিআই সমর্থন করে কিনা তা পরীক্ষা করতে পার
real_mr_in_000,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_000.wav,./run/03_benchmark/human_gold/real/real_mr_in_000_TEMPLATE.txt,17.865,0,एकोणऐंशी सतरा अडुसष्ट अठ्ठ्याऐंशी शहाऐंशी तीन फोन नंबरवर ओ टी पी पाठवला गेला आहे कृपया लाभार्थी नाव अबोली कळसणेचे लस प्रमाणपत्र डाऊनलोड करण्यासाठी तो प्रविष्ट करा
real_mr_in_001,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_001.wav,./run/03_benchmark/human_gold/real/real_mr_in_001_TEMPLATE.txt,5.193,0,मी गेल्या चार महिन्यात कर्जाच्या हप्त्यावर किती खर्च केला
real_mr_in_002,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_002.wav,./run/03_benchmark/human_gold/real/real_mr_in_002_TEMPLATE.txt,1.703,0,नमस्कार बोला
real_mr_in_003,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_003.wav,./run/03_benchmark/human_gold/real/real_mr_in_003_TEMPLATE.txt,1.978,0,आम्हाला ते किराणामध्ये
real_mr_in_004,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_004.wav,./run/03_benchmark/human_gold/real/real_mr_in_004_TEMPLATE.txt,2.177,0,आपलं होलसेल आहे ना म मार्केट
real_mr_in_005,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_005.wav,./run/03_benchmark/human_gold/real/real_mr_in_005_TEMPLATE.txt,4.675,0,अच्छा अच्छा हा तेल तेल घ्यायचं होतं एक डबा
real_mr_in_006,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_006.wav,./run/03_benchmark/human_gold/real/real_mr_in_006_TEMPLATE.txt,6.329,0,हा हा तर साखरचे आम्हाला प्राइस किती लागेल मग वीस किलो पाहिजे होती साखर
real_mr_in_007,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_007.wav,./run/03_benchmark/human_gold/real/real_mr_in_007_TEMPLATE.txt,1.655,0,हो का आणि तेलाचा डबा
real_mr_in_008,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_008.wav,./run/03_benchmark/human_gold/real/real_mr_in_008_TEMPLATE.txt,1.944,0,हो का त्यामध्ये जे डिस्काउंट वगैरे
real_mr_in_009,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_009.wav,./run/03_benchmark/human_gold/real/real_mr_in_009_TEMPLATE.txt,2.457,0,आणि आंघोळीचे साबण संतूर
real_mr_in_010,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_010.wav,./run/03_benchmark/human_gold/real/real_mr_in_010_TEMPLATE.txt,1.536,0,बरं बरं चहा <unintelligible>
real_mr_in_011,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_011.wav,./run/03_benchmark/human_gold/real/real_mr_in_011_TEMPLATE.txt,3.104,0,बरं म्हणजे बिलमधे तुम्ही मग थोडं डिस्काउंट लावाल
real_mr_in_012,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_012.wav,./run/03_benchmark/human_gold/real/real_mr_in_012_TEMPLATE.txt,1.809,0,बरं बरं कुठलाही माल घेतला तरी
real_mr_in_013,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_013.wav,./run/03_benchmark/human_gold/real/real_mr_in_013_TEMPLATE.txt,2.176,0,हो का बरं आम्हाला
real_mr_in_014,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_014.wav,./run/03_benchmark/human_gold/real/real_mr_in_014_TEMPLATE.txt,2.057,0,बरं संतूर साबण करा एक डझन
real_mr_in_015,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_015.wav,./run/03_benchmark/human_gold/real/real_mr_in_015_TEMPLATE.txt,1.048,0,नंतर रील साबण
real_mr_in_016,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_016.wav,./run/03_benchmark/human_gold/real/real_mr_in_016_TEMPLATE.txt,5.152,0,दुकान नाही घरगुतीच वापरासाठी पाहिजे आम्हाला आमचा परिवार मोठा आहे का नाही परिवार
real_mr_in_017,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_017.wav,./run/03_benchmark/human_gold/real/real_mr_in_017_TEMPLATE.txt,11.258,0,त्यामुळं एकदाचं महिन्याचा आम्ही किराणा भरून टाकतो तर तुमच्या श्रीराम मार्केटचं खूपदा नाव ऐकलं आता एकदा तुमच्याकडून खरेदी करून बघावं म्हटलं
real_mr_in_018,mr_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_mr_in_018.wav,./run/03_benchmark/human_gold/real/real_mr_in_018_TEMPLATE.txt,1.864,0,हा रवा करा पाच किलो
real_gu_in_000,gu_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_gu_in_000.wav,./run/03_benchmark/human_gold/real/real_gu_in_000_TEMPLATE.txt,1.296,0,ઉપર
real_gu_in_001,gu_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_gu_in_001.wav,./run/03_benchmark/human_gold/real/real_gu_in_001_TEMPLATE.txt,17.305,0,નમસ્તે હું વીસ એપ્રિલ બે હજાર ચોવીસના દિવસે બપોરે ત્રણ અને પિસ્તાળીસ વાગ્યે રાષ્ટ્રીય સ્વાસ્થ્ય વીમા યોજના હેઠળ આરોગ્ય તપાસની મુલાકાત બુક કરવા માગું છું શું તમે મને આ પ્રક્રિયામાં માર્ગદર્શન આપી શકો છ
real_gu_in_002,gu_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_gu_in_002.wav,./run/03_benchmark/human_gold/real/real_gu_in_002_TEMPLATE.txt,2.079,0,હ સર નમસ્કાર
real_gu_in_003,gu_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_gu_in_003.wav,./run/03_benchmark/human_gold/real/real_gu_in_003_TEMPLATE.txt,6.208,0,આજનો દિવસ સારો છે પણ થોડી સર્વિસિસ વધી ગઈ આજે બધાય કસ્ટમર એટલા એક પછી એક આવતા હતાને
real_gu_in_004,gu_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_gu_in_004.wav,./run/03_benchmark/human_gold/real/real_gu_in_004_TEMPLATE.txt,9.664,0,સર્વિસમાં પાસબુક પ્રિન્ટિંગ ને ક્રેડિટ કાર્ડ ને થોડાક ના બધાયના બિલના ઈસુ આતા ને ક્રેડિટ કાર્ડના પાસબુક પ્રિન્ટિંગ ને એફડી ચાલુ બંધ કરવાની ને
real_gu_in_005,gu_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_gu_in_005.wav,./run/03_benchmark/human_gold/real/real_gu_in_005_TEMPLATE.txt,6.303,0,ઉલૂ આજે ડિજિટલનું તમે સવારે કીધું હતું ને પેલું એ અકાઉંટ ઓપન કરવાના બધાય ઑનલાઇન
real_gu_in_006,gu_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_gu_in_006.wav,./run/03_benchmark/human_gold/real/real_gu_in_006_TEMPLATE.txt,5.729,0,આજે ટોટલ અગિયાર જેવા થયા છે નવા કસ્ટમરના
real_gu_in_007,gu_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_gu_in_007.wav,./run/03_benchmark/human_gold/real/real_gu_in_007_TEMPLATE.txt,10.528,0,રિકવરીમાં બે લોકો સાથે વાત થાય છે એ લોકો આ વીકમાં છે ને પેમેન્ટ કરી નાખશે એક જણ પાસ્યાલ કરશે બાકીના ફૂલ પેમેન્ટ કરશે
real_gu_in_008,gu_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_gu_in_008.wav,./run/03_benchmark/human_gold/real/real_gu_in_008_TEMPLATE.txt,2.368,0,ના હજી આવ્યું નથી
real_gu_in_009,gu_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_gu_in_009.wav,./run/03_benchmark/human_gold/real/real_gu_in_009_TEMPLATE.txt,16.575,0,હા સર બધાય છે બધાય પણ બધા એમ્પ્લોય હું છે થોડુક ટાર્ગેટ ને એ કહીએ છે ને તો એ સિરિયસલી લેતા નથી એનું રૂટિન જે ઓફિસ વર્ક છે ને એ જ ખાલી કર્યે રાખે છે નવું અકાઉંટ ઓપેનઈંગમાં ને કસ્ટમરને બહુ એટલી વાત નથી 
real_pa_in_000,pa_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_pa_in_000.wav,./run/03_benchmark/human_gold/real/real_pa_in_000_TEMPLATE.txt,5.913,0,ਕੀ ਤੁਸੀਂਂ ਜਾਂਚ ਕਰ ਸਕਦੇ ਹੋ ਕਿ ਮੇਰੀ ਇਸ ਮਹੀਨੇ ਦੀ ਤਨਖਾਹ
real_pa_in_001,pa_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_pa_in_001.wav,./run/03_benchmark/human_gold/real/real_pa_in_001_TEMPLATE.txt,18.283,0,ਪੁਡੈਵੈ ਭਰਥਿਅਰ ਗ੍ਰਾਮ ਬੈਂਕ ਵਿੱਚ ਮੇਰੇ ਬੈਂਕ ਖਾਤੇ ਚਾਰ ਸੱਤ ਦੋ ਛੇ ਦੋ ਦੋ ਅੱਠ ਤਿੰਨ ਅੱਠ ਚਾਰ ਇੱਕ ਵਿੱਚ ਕ੍ਰੈਡਿਟ ਹੋਈ ਹੈ
real_pa_in_002,pa_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_pa_in_002.wav,./run/03_benchmark/human_gold/real/real_pa_in_002_TEMPLATE.txt,20.0,0,ਅਤੇ ਜੇਕਰ ਹੋਈ ਹੈ ਤਾਂ ਰੁਪਏ ਸੀਟਰਸ ਰਾਹੀਂ ਏਅਰਟੈੱਲ ਪੇਮੈਂਟ ਬੈਂਕ ਵਿੱਚ ਚਾਰ ਸੌ ਤੋਂ ਨੌਂ ਅੱਠ ਚਾਰ ਛੇ ਛੇ ਛੇ ਇੱਕ ਸੱਤ ਤਿੰਨ ਨੌਂ ਦੋ ਟ੍ਰਾਂਸਫਰ ਕਰ ਸਕਦੇ ਹੋ
real_pa_in_003,pa_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_pa_in_003.wav,./run/03_benchmark/human_gold/real/real_pa_in_003_TEMPLATE.txt,5.832,0,ਯੋਗਾ ਦਾ ਅਭਿਆਸ ਕਰਨ ਤੋਂ ਬਾਅਦ ਮੇਰੇ ਜੀਵਨ ਵਿੱਚ ਬਹੁਤ ਸਾਰੇ ਸਕਾਰਾਤਮਕ ਬਦਲਾਅ ਆਏ ਹਨ
real_pa_in_004,pa_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_pa_in_004.wav,./run/03_benchmark/human_gold/real/real_pa_in_004_TEMPLATE.txt,8.126,0,ਇਹ ਸਿਰਫ਼ ਸਰੀਰਕ ਕਸਰਤ ਹੀ ਨਹੀਂ ਸਗੋਂ ਮੇਰੇ ਮਨ ਸਰੀਰ ਅਤੇ ਆਤਮਾ ਨੂੰ ਜੋੜਨ ਦਾ ਇੱਕ ਸ਼ਕਤੀਸ਼ਾਲੀ ਤਰੀਕਾ ਬਣ ਗਿਆ ਹੈ
real_pa_in_005,pa_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_pa_in_005.wav,./run/03_benchmark/human_gold/real/real_pa_in_005_TEMPLATE.txt,15.285,0,ਸਰੀਰਕ ਤੌਰ 'ਤੇ ਮੈਂ ਆਪਣੇ ਲਚਕਤਾ ਵਿੱਚ ਬਹੁਤ ਸੁਧਾਰ ਦੇਖਿਆ ਹੈ ਪਹਿਲਾ ਮੈਂ ਕੁਝ ਆਸਣ ਕਰਨ ਵਿੱਚ ਅਸਮਰੱਥ ਸੀ ਪਰ ਹੁਣ ਮੈਂ ਆਸਾਨੀ ਨਾਲ ਕਰ ਸਕਦਾ ਹਾਂ ਮੇਰੀ ਤਾਕਤ ਵੀ ਵਧੀ ਹੈ ਖ਼ਾਸ ਕਰਕੇ ਮੇਰੇ
real_pa_in_006,pa_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_pa_in_006.wav,./run/03_benchmark/human_gold/real/real_pa_in_006_TEMPLATE.txt,10.288,0,ਕੋਰ ਮਾਸਪੇਸ਼ੀਆਂ ਵਿੱਚ ਮੈਂ ਹੁਣ ਵਧੇਰੇ ਊਰਜਾ ਵਾਨ ਮਹਿਸੂਸ ਕਰਦਾ ਹਾਂ ਅਤੇ ਮੇਰੀ ਨੀਂਦ ਵੀ ਬਿਹਤਰ ਹੋ ਗਈ ਹੈ
real_or_in_000,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_000.wav,./run/03_benchmark/human_gold/real/real_or_in_000_TEMPLATE.txt,11.871,0,ଅଧିକାରୀ ମାନେ ବିଶ୍ୱାସ କରନ୍ତି ଯେ ଉକ୍ତ ଆକ୍ରମଣଟି ପାଇଁ ଅଲ କାଏଦା ଦାୟୀ ଯାହା ତେପନ ଜଣ ଲୋକଙ୍କର ପ୍ରାଣ ନେଇଥିଲା ଏବଂ ପ୍ରାୟ ତିନିଶହଙ୍କୁ ଆହତ କରିଥିଲା
real_or_in_001,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_001.wav,./run/03_benchmark/human_gold/real/real_or_in_001_TEMPLATE.txt,4.865,0,ଗ୍ରାମୀଣ କୃଷି କୃଷିରେ କୁଶଳୀ ଶ୍ରମିକ ଖୋଜିବା
real_or_in_002,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_002.wav,./run/03_benchmark/human_gold/real/real_or_in_002_TEMPLATE.txt,1.409,0,ଏବଂ ବଜାୟ ରଖିବାର
real_or_in_003,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_003.wav,./run/03_benchmark/human_gold/real/real_or_in_003_TEMPLATE.txt,1.601,0,ସେମାନଙ୍କର କାମ
real_or_in_004,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_004.wav,./run/03_benchmark/human_gold/real/real_or_in_004_TEMPLATE.txt,1.12,0,ସେହିଭଳି ଭାବରେ
real_or_in_005,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_005.wav,./run/03_benchmark/human_gold/real/real_or_in_005_TEMPLATE.txt,1.121,0,ଜାରି ରଖିବା
real_or_in_006,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_006.wav,./run/03_benchmark/human_gold/real/real_or_in_006_TEMPLATE.txt,2.464,0,ଆଜିକାଲି ସମୟର
real_or_in_007,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_007.wav,./run/03_benchmark/human_gold/real/real_or_in_007_TEMPLATE.txt,1.313,0,ପରିବର୍ତ୍ତନ ହେତୁ
real_or_in_008,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_008.wav,./run/03_benchmark/human_gold/real/real_or_in_008_TEMPLATE.txt,2.464,0,ସେମାନଙ୍କର ପାରିଶ୍ରମିକର
real_or_in_009,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_009.wav,./run/03_benchmark/human_gold/real/real_or_in_009_TEMPLATE.txt,1.601,0,ମୂଲ୍ୟ ପାଉନଥିବାରୁ
real_or_in_010,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_010.wav,./run/03_benchmark/human_gold/real/real_or_in_010_TEMPLATE.txt,1.024,0,ବାଧ୍ୟ ହୋଇ
real_or_in_011,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_011.wav,./run/03_benchmark/human_gold/real/real_or_in_011_TEMPLATE.txt,2.848,0,ସମସ୍ୟାକୁ ସମାଧାନ କରିବା ପାଇଁ ପ୍ରତିଦିନର
real_or_in_012,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_012.wav,./run/03_benchmark/human_gold/real/real_or_in_012_TEMPLATE.txt,1.215,0,ବାହାରେ କାମ କରିବାକୁ
real_or_in_013,or_in,real_indicvoices,./run/03_benchmark/human_gold/real/real_or_in_013.wav,./run/03_benchmark/human_gold/real/real_or_in_013_TEMPLATE.txt,4.19,0,ଆଜିକାଲି ଦିନ ମଜୁରିଆଙ୍କ ବର୍ତ୍ତମାନ ମଜୁରୀ
